State,District,Disease,Year,Week,Cases,Deaths
Maharashtra,Mumbai,Acute Diarrhoeal Disease,2024,33,187,0
Maharashtra,Mumbai,Acute Diarrhoeal Disease,2024,34,212,0
Maharashtra,Mumbai,Acute Diarrhoeal Disease,2024,35,179,0
Maharashtra,Mumbai,Acute Diarrhoeal Disease,2024,36,192,0
Maharashtra,Mumbai,Acute Diarrhoeal Disease,2024,37,189,0
Maharashtra,Mumbai,Acute Diarrhoeal Disease,2024,38,194,0
Maharashtra,Mumbai,Acute Diarrhoeal Disease,2024,39,187,0
Maharashtra,Mumbai,Acute Diarrhoeal Disease,2024,40,187,0
Maharashtra,Mumbai,Acute Diarrhoeal Disease,2024,41,165,0
Maharashtra,Mumbai,Acute Diarrhoeal Disease,2024,42,192,0
Maharashtra,Mumbai,Acute Diarrhoeal Disease,2024,43,179,1
Maharashtra,Mumbai,Acute Diarrhoeal Disease,2024,44,149,0
Maharashtra,Mumbai,Acute Diarrhoeal Disease,2024,45,162,0
Maharashtra,Mumbai,Acute Diarrhoeal Disease,2024,46,148,0
Maharashtra,Mumbai,Acute Diarrhoeal Disease,2024,47,133,1
Maharashtra,Mumbai,Acute Diarrhoeal Disease,2024,48,141,0
Maharashtra,Mumbai,Acute Diarrhoeal Disease,2024,49,117,0
Maharashtra,Mumbai,Acute Diarrhoeal Disease,2024,50,108,0
Maharashtra,Mumbai,Acute Diarrhoeal Disease,2024,51,111,1
Maharashtra,Mumbai,Acute Diarrhoeal Disease,2024,52,69,0
Maharashtra,Nagpur,Dengue,2017,1,21,0
Maharashtra,Nagpur,Dengue,2017,2,16,0
Maharashtra,Nagpur,Dengue,2017,3,8,0
Maharashtra,Nagpur,Dengue,2017,4,4,0
Maharashtra,Nagpur,Dengue,2017,5,3,0
Maharashtra,Nagpur,Dengue,2017,6,0,0
Maharashtra,Nagpur,Dengue,2017,7,1,0
Maharashtra,Nagpur,Dengue,2017,8,0,0
Maharashtra,Nagpur,Dengue,2017,9,0,0
Maharashtra,Nagpur,Dengue,2017,10,7,0
Maharashtra,Nagpur,Dengue,2017,11,1,0
Maharashtra,Nagpur,Dengue,2017,12,2,0
Maharashtra,Nagpur,Dengue,2017,13,0,0
Maharashtra,Nagpur,Dengue,2017,14,0,0
Maharashtra,Nagpur,Dengue,2017,15,4,0
Maharashtra,Nagpur,Dengue,2017,16,9,0
Maharashtra,Nagpur,Dengue,2017,17,13,0
Maharashtra,Nagpur,Dengue,2017,18,10,0
Maharashtra,Nagpur,Dengue,2017,19,18,0
Maharashtra,Nagpur,Dengue,2017,20,21,0
Maharashtra,Nagpur,Dengue,2017,21,27,0
Maharashtra,Nagpur,Dengue,2017,22,23,2
Maharashtra,Nagpur,Dengue,2017,23,33,0
Maharashtra,Nagpur,Dengue,2017,24,30,0
Maharashtra,Nagpur,Dengue,2017,25,41,0
Maharashtra,Nagpur,Dengue,2017,26,40,0
Maharashtra,Nagpur,Dengue,2017,27,41,0
Maharashtra,Nagpur,Dengue,2017,28,51,0
Maharashtra,Nagpur,Dengue,2017,29,50,0
Maharashtra,Nagpur,Dengue,2017,30,58,0
Maharashtra,Nagpur,Dengue,2017,31,61,0
Maharashtra,Nagpur,Dengue,2017,32,58,0
Maharashtra,Nagpur,Dengue,2017,33,59,0
Maharashtra,Nagpur,Dengue,2017,34,66,0
Maharashtra,Nagpur,Dengue,2017,35,72,0
Maharashtra,Nagpur,Dengue,2017,36,66,0
Maharashtra,Nagpur,Dengue,2017,37,60,0
Maharashtra,Nagpur,Dengue,2017,38,68,0
Maharashtra,Nagpur,Dengue,2017,39,65,0
Maharashtra,Nagpur,Dengue,2017,40,61,0
Maharashtra,Nagpur,Dengue,2017,41,53,0
Maharashtra,Nagpur,Dengue,2017,42,52,0
Maharashtra,Nagpur,Dengue,2017,43,55,0
Maharashtra,Nagpur,Dengue,2017,44,53,0
Maharashtra,Nagpur,Dengue,2017,45,52,0
Maharashtra,Nagpur,Dengue,2017,46,47,0
Maharashtra,Nagpur,Dengue,2017,47,50,0
Maharashtra,Nagpur,Dengue,2017,48,41,0
Maharashtra,Nagpur,Dengue,2017,49,37,0
Maharashtra,Nagpur,Dengue,2017,50,30,0
Maharashtra,Nagpur,Dengue,2017,51,28,0
Maharashtra,Nagpur,Dengue,2017,52,24,0
Maharashtra,Nagpur,Dengue,2018,1,19,0
Maharashtra,Nagpur,Dengue,2018,2,16,0
Maharashtra,Nagpur,Dengue,2018,3,16,0
Maharashtra,Nagpur,Dengue,2018,4,6,0
Maharashtra,Nagpur,Dengue,2018,5,6,0
Maharashtra,Nagpur,Dengue,2018,6,4,0
Maharashtra,Nagpur,Dengue,2018,7,5,0
Maharashtra,Nagpur,Dengue,2018,8,0,0
Maharashtra,Nagpur,Dengue,2018,9,0,0
Maharashtra,Nagpur,Dengue,2018,10,1,0
Maharashtra,Nagpur,Dengue,2018,11,1,0
Maharashtra,Nagpur,Dengue,2018,12,3,0
Maharashtra,Nagpur,Dengue,2018,13,4,0
Maharashtra,Nagpur,Dengue,2018,14,8,0
Maharashtra,Nagpur,Dengue,2018,15,5,0
Maharashtra,Nagpur,Dengue,2018,16,13,0
Maharashtra,Nagpur,Dengue,2018,17,12,0
Maharashtra,Nagpur,Dengue,2018,18,18,0
Maharashtra,Nagpur,Dengue,2018,19,22,0
Maharashtra,Nagpur,Dengue,2018,20,25,0
Maharashtra,Nagpur,Dengue,2018,21,23,0
Maharashtra,Nagpur,Dengue,2018,22,29,0
Maharashtra,Nagpur,Dengue,2018,23,0,0
Maharashtra,Nagpur,Dengue,2018,24,33,0
Maharashtra,Nagpur,Dengue,2018,25,40,0
Maharashtra,Nagpur,Dengue,2018,26,40,0
Maharashtra,Nagpur,Dengue,2018,27,53,0
Maharashtra,Nagpur,Dengue,2018,28,0,0
Maharashtra,Nagpur,Dengue,2018,29,53,0
Maharashtra,Nagpur,Dengue,2018,30,62,0
Maharashtra,Nagpur,Dengue,2018,31,62,0
Maharashtra,Nagpur,Dengue,2018,32,65,0
Maharashtra,Nagpur,Dengue,2018,33,61,0
Maharashtra,Nagpur,Dengue,2018,34,57,0
Maharashtra,Nagpur,Dengue,2018,35,63,0
Maharashtra,Nagpur,Dengue,2018,36,68,0
Maharashtra,Nagpur,Dengue,2018,37,69,0
Maharashtra,Nagpur,Dengue,2018,38,63,1
Maharashtra,Nagpur,Dengue,2018,39,62,0
Maharashtra,Nagpur,Dengue,2018,40,64,0
Maharashtra,Nagpur,Dengue,2018,41,61,0
Maharashtra,Nagpur,Dengue,2018,42,55,0
Maharashtra,Nagpur,Dengue,2018,43,52,0
Maharashtra,Nagpur,Dengue,2018,44,50,0
Maharashtra,Nagpur,Dengue,2018,45,49,0
Maharashtra,Nagpur,Dengue,2018,46,48,0
Maharashtra,Nagpur,Dengue,2018,47,39,0
Maharashtra,Nagpur,Dengue,2018,48,37,0
Maharashtra,Nagpur,Dengue,2018,49,33,1
Maharashtra,Nagpur,Dengue,2018,50,32,0
Maharashtra,Nagpur,Dengue,2018,51,32,0
Maharashtra,Nagpur,Dengue,2018,52,20,1
Maharashtra,Nagpur,Dengue,2019,1,15,0
Maharashtra,Nagpur,Dengue,2019,2,8,0
Maharashtra,Nagpur,Dengue,2019,3,13,0
Maharashtra,Nagpur,Dengue,2019,4,5,0
Maharashtra,Nagpur,Dengue,2019,5,2,0
Maharashtra,Nagpur,Dengue,2019,6,1,1
Maharashtra,Nagpur,Dengue,2019,7,2,0
Maharashtra,Nagpur,Dengue,2019,8,6,0
Maharashtra,Nagpur,Dengue,2019,9,0,0
Maharashtra,Nagpur,Dengue,2019,10,0,0
Maharashtra,Nagpur,Dengue,2019,11,8,0
Maharashtra,Nagpur,Dengue,2019,12,3,0
Maharashtra,Nagpur,Dengue,2019,13,1,0
Maharashtra,Nagpur,Dengue,2019,14,9,0
Maharashtra,Nagpur,Dengue,2019,15,5,0
Maharashtra,Nagpur,Dengue,2019,16,9,0
Maharashtra,Nagpur,Dengue,2019,17,15,0
Maharashtra,Nagpur,Dengue,2019,18,11,0
Maharashtra,Nagpur,Dengue,2019,19,15,0
Maharashtra,Nagpur,Dengue,2019,20,23,0
Maharashtra,Nagpur,Dengue,2019,21,27,0
Maharashtra,Nagpur,Dengue,2019,22,34,0
Maharashtra,Nagpur,Dengue,2019,23,37,0
Maharashtra,Nagpur,Dengue,2019,24,28,0
Maharashtra,Nagpur,Dengue,2019,25,40,0
Maharashtra,Nagpur,Dengue,2019,26,41,0
Maharashtra,Nagpur,Dengue,2019,27,46,0
Maharashtra,Nagpur,Dengue,2019,28,49,0
Maharashtra,Nagpur,Dengue,2019,29,56,0
Maharashtra,Nagpur,Dengue,2019,30,61,0
Maharashtra,Nagpur,Dengue,2019,31,60,0
Maharashtra,Nagpur,Dengue,2019,32,61,0
Maharashtra,Nagpur,Dengue,2019,33,61,0
Maharashtra,Nagpur,Dengue,2019,34,63,0
Maharashtra,Nagpur,Dengue,2019,35,61,0
Maharashtra,Nagpur,Dengue,2019,36,69,0
Maharashtra,Nagpur,Dengue,2019,37,65,0
Maharashtra,Nagpur,Dengue,2019,38,65,0
Maharashtra,Nagpur,Dengue,2019,39,73,0
Maharashtra,Nagpur,Dengue,2019,40,58,0
Maharashtra,Nagpur,Dengue,2019,41,59,0
Maharashtra,Nagpur,Dengue,2019,42,58,0
Maharashtra,Nagpur,Dengue,2019,43,52,0
Maharashtra,Nagpur,Dengue,2019,44,52,0
Maharashtra,Nagpur,Dengue,2019,45,46,0
Maharashtra,Nagpur,Dengue,2019,46,39,0
Maharashtra,Nagpur,Dengue,2019,47,47,0
Maharashtra,Nagpur,Dengue,2019,48,38,0
Maharashtra,Nagpur,Dengue,2019,49,32,0
Maharashtra,Nagpur,Dengue,2019,50,33,0
Maharashtra,Nagpur,Dengue,2019,51,25,0
Maharashtra,Nagpur,Dengue,2019,52,20,0
Maharashtra,Nagpur,Dengue,2020,1,10,0
Maharashtra,Nagpur,Dengue,2020,2,9,0
Maharashtra,Nagpur,Dengue,2020,3,11,0
Maharashtra,Nagpur,Dengue,2020,4,11,0
Maharashtra,Nagpur,Dengue,2020,5,0,0
Maharashtra,Nagpur,Dengue,2020,6,8,0
Maharashtra,Nagpur,Dengue,2020,7,0,0
Maharashtra,Nagpur,Dengue,2020,8,2,0
Maharashtra,Nagpur,Dengue,2020,9,0,0
Maharashtra,Nagpur,Dengue,2020,10,0,0
Maharashtra,Nagpur,Dengue,2020,11,0,0
Maharashtra,Nagpur,Dengue,2020,12,0,0
Maharashtra,Nagpur,Dengue,2020,13,6,0
Maharashtra,Nagpur,Dengue,2020,14,12,0
Maharashtra,Nagpur,Dengue,2020,15,8,0
Maharashtra,Nagpur,Dengue,2020,16,14,0
Maharashtra,Nagpur,Dengue,2020,17,5,0
Maharashtra,Nagpur,Dengue,2020,18,8,0
Maharashtra,Nagpur,Dengue,2020,19,14,0
Maharashtra,Nagpur,Dengue,2020,20,25,0
Maharashtra,Nagpur,Dengue,2020,21,25,1
Maharashtra,Nagpur,Dengue,2020,22,28,0
Maharashtra,Nagpur,Dengue,2020,23,38,0
Maharashtra,Nagpur,Dengue,2020,24,37,0
Maharashtra,Nagpur,Dengue,2020,25,38,0
Maharashtra,Nagpur,Dengue,2020,26,48,0
Maharashtra,Nagpur,Dengue,2020,27,53,0
Maharashtra,Nagpur,Dengue,2020,28,49,0
Maharashtra,Nagpur,Dengue,2020,29,58,0
Maharashtra,Nagpur,Dengue,2020,30,60,0
Maharashtra,Nagpur,Dengue,2020,31,53,0
Maharashtra,Nagpur,Dengue,2020,32,57,0
Maharashtra,Nagpur,Dengue,2020,33,59,0
Maharashtra,Nagpur,Dengue,2020,34,61,1
Maharashtra,Nagpur,Dengue,2020,35,0,0
Maharashtra,Nagpur,Dengue,2020,36,64,0
Maharashtra,Nagpur,Dengue,2020,37,63,0
Maharashtra,Nagpur,Dengue,2020,38,68,0
Maharashtra,Nagpur,Dengue,2020,39,55,1
Maharashtra,Nagpur,Dengue,2020,40,66,0
Maharashtra,Nagpur,Dengue,2020,41,59,0
Maharashtra,Nagpur,Dengue,2020,42,54,0
Maharashtra,Nagpur,Dengue,2020,43,57,0
Maharashtra,Nagpur,Dengue,2020,44,48,0
Maharashtra,Nagpur,Dengue,2020,45,40,0
Maharashtra,Nagpur,Dengue,2020,46,42,0
Maharashtra,Nagpur,Dengue,2020,47,41,0
Maharashtra,Nagpur,Dengue,2020,48,39,0
Maharashtra,Nagpur,Dengue,2020,49,32,0
Maharashtra,Nagpur,Dengue,2020,50,26,0
Maharashtra,Nagpur,Dengue,2020,51,24,0
Maharashtra,Nagpur,Dengue,2020,52,25,0
Maharashtra,Nagpur,Dengue,2021,1,17,0
Maharashtra,Nagpur,Dengue,2021,2,12,0
Maharashtra,Nagpur,Dengue,2021,3,6,0
Maharashtra,Nagpur,Dengue,2021,4,4,0
Maharashtra,Nagpur,Dengue,2021,5,2,0
Maharashtra,Nagpur,Dengue,2021,6,0,0
Maharashtra,Nagpur,Dengue,2021,7,3,0
Maharashtra,Nagpur,Dengue,2021,8,1,0
Maharashtra,Nagpur,Dengue,2021,9,0,0
Maharashtra,Nagpur,Dengue,2021,10,0,0
Maharashtra,Nagpur,Dengue,2021,11,0,0
Maharashtra,Nagpur,Dengue,2021,12,0,0
Maharashtra,Nagpur,Dengue,2021,13,3,0
Maharashtra,Nagpur,Dengue,2021,14,0,0
Maharashtra,Nagpur,Dengue,2021,15,3,0
Maharashtra,Nagpur,Dengue,2021,16,8,0
Maharashtra,Nagpur,Dengue,2021,17,9,0
Maharashtra,Nagpur,Dengue,2021,18,12,0
Maharashtra,Nagpur,Dengue,2021,19,13,2
Maharashtra,Nagpur,Dengue,2021,20,32,0
Maharashtra,Nagpur,Dengue,2021,21,27,0
Maharashtra,Nagpur,Dengue,2021,22,24,0
Maharashtra,Nagpur,Dengue,2021,23,34,0
Maharashtra,Nagpur,Dengue,2021,24,34,0
Maharashtra,Nagpur,Dengue,2021,25,42,0
Maharashtra,Nagpur,Dengue,2021,26,42,0
Maharashtra,Nagpur,Dengue,2021,27,55,0
Maharashtra,Nagpur,Dengue,2021,28,41,2
Maharashtra,Nagpur,Dengue,2021,29,55,0
Maharashtra,Nagpur,Dengue,2021,30,53,0
Maharashtra,Nagpur,Dengue,2021,31,62,0
Maharashtra,Nagpur,Dengue,2021,32,59,0
Maharashtra,Nagpur,Dengue,2021,33,67,0
Maharashtra,Nagpur,Dengue,2021,34,59,0
Maharashtra,Nagpur,Dengue,2021,35,65,0
Maharashtra,Nagpur,Dengue,2021,36,68,0
Maharashtra,Nagpur,Dengue,2021,37,64,1
Maharashtra,Nagpur,Dengue,2021,38,59,0
Maharashtra,Nagpur,Dengue,2021,39,57,0
Maharashtra,Nagpur,Dengue,2021,40,65,0
Maharashtra,Nagpur,Dengue,2021,41,70,0
Maharashtra,Nagpur,Dengue,2021,42,61,0
Maharashtra,Nagpur,Dengue,2021,43,54,0
Maharashtra,Nagpur,Dengue,2021,44,52,0
Maharashtra,Nagpur,Dengue,2021,45,46,0
Maharashtra,Nagpur,Dengue,2021,46,41,0
Maharashtra,Nagpur,Dengue,2021,47,44,0
Maharashtra,Nagpur,Dengue,2021,48,32,0
Maharashtra,Nagpur,Dengue,2021,49,36,0
Maharashtra,Nagpur,Dengue,2021,50,31,0
Maharashtra,Nagpur,Dengue,2021,51,22,0
Maharashtra,Nagpur,Dengue,2021,52,19,0
Maharashtra,Nagpur,Dengue,2022,1,15,0
Maharashtra,Nagpur,Dengue,2022,2,10,0
Maharashtra,Nagpur,Dengue,2022,3,11,0
Maharashtra,Nagpur,Dengue,2022,4,5,0
Maharashtra,Nagpur,Dengue,2022,5,7,0
Maharashtra,Nagpur,Dengue,2022,6,0,0
Maharashtra,Nagpur,Dengue,2022,7,6,0
Maharashtra,Nagpur,Dengue,2022,8,5,0
Maharashtra,Nagpur,Dengue,2022,9,2,0
Maharashtra,Nagpur,Dengue,2022,10,4,0
Maharashtra,Nagpur,Dengue,2022,11,2,0
Maharashtra,Nagpur,Dengue,2022,12,5,0
Maharashtra,Nagpur,Dengue,2022,13,0,0
Maharashtra,Nagpur,Dengue,2022,14,0,0
Maharashtra,Nagpur,Dengue,2022,15,10,0
Maharashtra,Nagpur,Dengue,2022,16,6,0
Maharashtra,Nagpur,Dengue,2022,17,9,0
Maharashtra,Nagpur,Dengue,2022,18,9,0
Maharashtra,Nagpur,Dengue,2022,19,23,0
Maharashtra,Nagpur,Dengue,2022,20,25,0
Maharashtra,Nagpur,Dengue,2022,21,30,0
Maharashtra,Nagpur,Dengue,2022,22,27,0
Maharashtra,Nagpur,Dengue,2022,23,35,0
Maharashtra,Nagpur,Dengue,2022,24,38,0
Maharashtra,Nagpur,Dengue,2022,25,40,0
Maharashtra,Nagpur,Dengue,2022,26,48,0
Maharashtra,Nagpur,Dengue,2022,27,54,0
Maharashtra,Nagpur,Dengue,2022,28,51,0
Maharashtra,Nagpur,Dengue,2022,29,51,2
Maharashtra,Nagpur,Dengue,2022,30,55,0
Maharashtra,Nagpur,Dengue,2022,31,58,0
Maharashtra,Nagpur,Dengue,2022,32,61,0
Maharashtra,Nagpur,Dengue,2022,33,61,0
Maharashtra,Nagpur,Dengue,2022,34,62,0
Maharashtra,Nagpur,Dengue,2022,35,69,0
Maharashtra,Nagpur,Dengue,2022,36,66,0
Maharashtra,Nagpur,Dengue,2022,37,68,0
Maharashtra,Nagpur,Dengue,2022,38,70,0
Maharashtra,Nagpur,Dengue,2022,39,61,0
Maharashtra,Nagpur,Dengue,2022,40,54,0
Maharashtra,Nagpur,Dengue,2022,41,63,0
Maharashtra,Nagpur,Dengue,2022,42,56,0
Maharashtra,Nagpur,Dengue,2022,43,48,0
Maharashtra,Nagpur,Dengue,2022,44,0,0
Maharashtra,Nagpur,Dengue,2022,45,49,0
Maharashtra,Nagpur,Dengue,2022,46,46,0
Maharashtra,Nagpur,Dengue,2022,47,47,0
Maharashtra,Nagpur,Dengue,2022,48,35,0
Maharashtra,Nagpur,Dengue,2022,49,40,0
Maharashtra,Nagpur,Dengue,2022,50,28,0
Maharashtra,Nagpur,Dengue,2022,51,30,0
Maharashtra,Nagpur,Dengue,2022,52,16,0
Maharashtra,Nagpur,Dengue,2023,1,17,0
Maharashtra,Nagpur,Dengue,2023,2,15,0
Maharashtra,Nagpur,Dengue,2023,3,17,0
Maharashtra,Nagpur,Dengue,2023,4,10,1
Maharashtra,Nagpur,Dengue,2023,5,1,0
Maharashtra,Nagpur,Dengue,2023,6,5,2
Maharashtra,Nagpur,Dengue,2023,7,6,0
Maharashtra,Nagpur,Dengue,2023,8,0,0
Maharashtra,Nagpur,Dengue,2023,9,0,0
Maharashtra,Nagpur,Dengue,2023,10,0,0
Maharashtra,Nagpur,Dengue,2023,11,3,0
Maharashtra,Nagpur,Dengue,2023,12,0,0
Maharashtra,Nagpur,Dengue,2023,13,0,0
Maharashtra,Nagpur,Dengue,2023,14,0,0
Maharashtra,Nagpur,Dengue,2023,15,0,0
Maharashtra,Nagpur,Dengue,2023,16,7,0
Maharashtra,Nagpur,Dengue,2023,17,13,0
Maharashtra,Nagpur,Dengue,2023,18,12,0
Maharashtra,Nagpur,Dengue,2023,19,16,0
Maharashtra,Nagpur,Dengue,2023,20,23,0
Maharashtra,Nagpur,Dengue,2023,21,30,0
Maharashtra,Nagpur,Dengue,2023,22,26,0
Maharashtra,Nagpur,Dengue,2023,23,29,0
Maharashtra,Nagpur,Dengue,2023,24,37,0
Maharashtra,Nagpur,Dengue,2023,25,42,0
Maharashtra,Nagpur,Dengue,2023,26,43,0
Maharashtra,Nagpur,Dengue,2023,27,46,0
Maharashtra,Nagpur,Dengue,2023,28,51,0
Maharashtra,Nagpur,Dengue,2023,29,55,0
Maharashtra,Nagpur,Dengue,2023,30,61,0
Maharashtra,Nagpur,Dengue,2023,31,63,0
Maharashtra,Nagpur,Dengue,2023,32,64,0
Maharashtra,Nagpur,Dengue,2023,33,58,0
Maharashtra,Nagpur,Dengue,2023,34,71,0
Maharashtra,Nagpur,Dengue,2023,35,65,0
Maharashtra,Nagpur,Dengue,2023,36,57,0
Maharashtra,Nagpur,Dengue,2023,37,65,0
Maharashtra,Nagpur,Dengue,2023,38,69,0
Maharashtra,Nagpur,Dengue,2023,39,64,0
Maharashtra,Nagpur,Dengue,2023,40,54,0
Maharashtra,Nagpur,Dengue,2023,41,61,0
Maharashtra,Nagpur,Dengue,2023,42,58,0
Maharashtra,Nagpur,Dengue,2023,43,55,1
Maharashtra,Nagpur,Dengue,2023,44,57,0
Maharashtra,Nagpur,Dengue,2023,45,47,0
Maharashtra,Nagpur,Dengue,2023,46,49,0
Maharashtra,Nagpur,Dengue,2023,47,40,2
Maharashtra,Nagpur,Dengue,2023,48,43,0
Maharashtra,Nagpur,Dengue,2023,49,34,0
Maharashtra,Nagpur,Dengue,2023,50,34,0
Maharashtra,Nagpur,Dengue,2023,51,30,0
Maharashtra,Nagpur,Dengue,2023,52,21,0
Maharashtra,Nagpur,Dengue,2024,1,26,0
Maharashtra,Nagpur,Dengue,2024,2,13,0
Maharashtra,Nagpur,Dengue,2024,3,8,0
Maharashtra,Nagpur,Dengue,2024,4,10,0
Maharashtra,Nagpur,Dengue,2024,5,0,0
Maharashtra,Nagpur,Dengue,2024,6,3,0
Maharashtra,Nagpur,Dengue,2024,7,0,0
Maharashtra,Nagpur,Dengue,2024,8,2,0
Maharashtra,Nagpur,Dengue,2024,9,1,0
Maharashtra,Nagpur,Dengue,2024,10,4,0
Maharashtra,Nagpur,Dengue,2024,11,0,0
Maharashtra,Nagpur,Dengue,2024,12,3,0
Maharashtra,Nagpur,Dengue,2024,13,0,0
Maharashtra,Nagpur,Dengue,2024,14,9,0
Maharashtra,Nagpur,Dengue,2024,15,4,0
Maharashtra,Nagpur,Dengue,2024,16,6,0
Maharashtra,Nagpur,Dengue,2024,17,14,0
Maharashtra,Nagpur,Dengue,2024,18,17,0
Maharashtra,Nagpur,Dengue,2024,19,19,0
Maharashtra,Nagpur,Dengue,2024,20,20,1
Maharashtra,Nagpur,Dengue,2024,21,26,0
Maharashtra,Nagpur,Dengue,2024,22,35,0
Maharashtra,Nagpur,Dengue,2024,23,38,1
Maharashtra,Nagpur,Dengue,2024,24,31,0
Maharashtra,Nagpur,Dengue,2024,25,39,0
Maharashtra,Nagpur,Dengue,2024,26,36,0
Maharashtra,Nagpur,Dengue,2024,27,53,0
Maharashtra,Nagpur,Dengue,2024,28,52,0
Maharashtra,Nagpur,Dengue,2024,29,56,0
Maharashtra,Nagpur,Dengue,2024,30,51,0
Maharashtra,Nagpur,Dengue,2024,31,62,0
Maharashtra,Nagpur,Dengue,2024,32,61,0
Maharashtra,Nagpur,Dengue,2024,33,63,0
Maharashtra,Nagpur,Dengue,2024,34,67,0
Maharashtra,Nagpur,Dengue,2024,35,66,0
Maharashtra,Nagpur,Dengue,2024,36,61,0
Maharashtra,Nagpur,Dengue,2024,37,64,0
Maharashtra,Nagpur,Dengue,2024,38,60,0
Maharashtra,Nagpur,Dengue,2024,39,68,0
Maharashtra,Nagpur,Dengue,2024,40,68,0
Maharashtra,Nagpur,Dengue,2024,41,60,0
Maharashtra,Nagpur,Dengue,2024,42,65,0
Maharashtra,Nagpur,Dengue,2024,43,53,0
Maharashtra,Nagpur,Dengue,2024,44,52,0
Maharashtra,Nagpur,Dengue,2024,45,45,0
Maharashtra,Nagpur,Dengue,2024,46,42,0
Maharashtra,Nagpur,Dengue,2024,47,43,0
Maharashtra,Nagpur,Dengue,2024,48,36,0
Maharashtra,Nagpur,Dengue,2024,49,33,0
Maharashtra,Nagpur,Dengue,2024,50,27,0
Maharashtra,Nagpur,Dengue,2024,51,21,0
Maharashtra,Nagpur,Dengue,2024,52,17,0
Maharashtra,Nagpur,Malaria,2017,1,11,0
Maharashtra,Nagpur,Malaria,2017,2,5,0
Maharashtra,Nagpur,Malaria,2017,3,9,0
Maharashtra,Nagpur,Malaria,2017,4,7,0
Maharashtra,Nagpur,Malaria,2017,5,4,0
Maharashtra,Nagpur,Malaria,2017,6,7,0
Maharashtra,Nagpur,Malaria,2017,7,5,0
Maharashtra,Nagpur,Malaria,2017,8,9,0
Maharashtra,Nagpur,Malaria,2017,9,9,0
Maharashtra,Nagpur,Malaria,2017,10,8,0
Maharashtra,Nagpur,Malaria,2017,11,9,0
Maharashtra,Nagpur,Malaria,2017,12,10,0
Maharashtra,Nagpur,Malaria,2017,13,11,0
Maharashtra,Nagpur,Malaria,2017,14,0,0
Maharashtra,Nagpur,Malaria,2017,15,14,0
Maharashtra,Nagpur,Malaria,2017,16,14,0
Maharashtra,Nagpur,Malaria,2017,17,13,0
Maharashtra,Nagpur,Malaria,2017,18,18,0
Maharashtra,Nagpur,Malaria,2017,19,22,0
Maharashtra,Nagpur,Malaria,2017,20,21,0
Maharashtra,Nagpur,Malaria,2017,21,21,0
Maharashtra,Nagpur,Malaria,2017,22,25,0
Maharashtra,Nagpur,Malaria,2017,23,23,0
Maharashtra,Nagpur,Malaria,2017,24,26,0
Maharashtra,Nagpur,Malaria,2017,25,30,0
Maharashtra,Nagpur,Malaria,2017,26,25,0
Maharashtra,Nagpur,Malaria,2017,27,30,0
Maharashtra,Nagpur,Malaria,2017,28,28,0
Maharashtra,Nagpur,Malaria,2017,29,32,0
Maharashtra,Nagpur,Malaria,2017,30,28,0
Maharashtra,Nagpur,Malaria,2017,31,32,0
Maharashtra,Nagpur,Malaria,2017,32,33,0
Maharashtra,Nagpur,Malaria,2017,33,33,0
Maharashtra,Nagpur,Malaria,2017,34,28,0
Maharashtra,Nagpur,Malaria,2017,35,35,0
Maharashtra,Nagpur,Malaria,2017,36,29,0
Maharashtra,Nagpur,Malaria,2017,37,28,0
Maharashtra,Nagpur,Malaria,2017,38,23,0
Maharashtra,Nagpur,Malaria,2017,39,26,0
Maharashtra,Nagpur,Malaria,2017,40,26,0
Maharashtra,Nagpur,Malaria,2017,41,21,0
Maharashtra,Nagpur,Malaria,2017,42,24,0
Maharashtra,Nagpur,Malaria,2017,43,21,0
Maharashtra,Nagpur,Malaria,2017,44,19,0
Maharashtra,Nagpur,Malaria,2017,45,20,0
Maharashtra,Nagpur,Malaria,2017,46,15,0
Maharashtra,Nagpur,Malaria,2017,47,16,0
Maharashtra,Nagpur,Malaria,2017,48,11,0
Maharashtra,Nagpur,Malaria,2017,49,8,0
Maharashtra,Nagpur,Malaria,2017,50,10,0
Maharashtra,Nagpur,Malaria,2017,51,14,0
Maharashtra,Nagpur,Malaria,2017,52,7,1
Maharashtra,Nagpur,Malaria,2018,1,11,0
Maharashtra,Nagpur,Malaria,2018,2,8,1
Maharashtra,Nagpur,Malaria,2018,3,7,1
Maharashtra,Nagpur,Malaria,2018,4,5,0
Maharashtra,Nagpur,Malaria,2018,5,7,0
Maharashtra,Nagpur,Malaria,2018,6,6,0
Maharashtra,Nagpur,Malaria,2018,7,8,0
Maharashtra,Nagpur,Malaria,2018,8,8,0
Maharashtra,Nagpur,Malaria,2018,9,8,0
Maharashtra,Nagpur,Malaria,2018,10,5,0
Maharashtra,Nagpur,Malaria,2018,11,10,0
Maharashtra,Nagpur,Malaria,2018,12,7,0
Maharashtra,Nagpur,Malaria,2018,13,0,0
Maharashtra,Nagpur,Malaria,2018,14,9,0
Maharashtra,Nagpur,Malaria,2018,15,9,0
Maharashtra,Nagpur,Malaria,2018,16,13,0
Maharashtra,Nagpur,Malaria,2018,17,19,1
Maharashtra,Nagpur,Malaria,2018,18,23,0
Maharashtra,Nagpur,Malaria,2018,19,18,0
Maharashtra,Nagpur,Malaria,2018,20,19,0
Maharashtra,Nagpur,Malaria,2018,21,23,0
Maharashtra,Nagpur,Malaria,2018,22,20,0
