district_id,district_name,division,block,village,species,disease_id,disease_name,week_start,reported_cases,deaths,reporter_type,lat,lon,state
SANGLI,Sangli,Kolhapur,Miraj,mirawadi17,cattle,brucellosis,Brucellosis,2024-09-23,0,0,field_vet,16.877757,74.585438,Maharashtra
SANGLI,Sangli,Kolhapur,Miraj,mirapur8,goat,brucellosis,Brucellosis,2024-09-23,0,0,para_vet,16.854532,74.682052,Maharashtra
SANGLI,Sangli,Kolhapur,Tasgaon,tasgkhurd9,poultry,ai_h5n1,Avian Influenza (H5N1),2024-09-23,0,0,field_vet,16.759207,74.574218,Maharashtra
SOLAPUR,Solapur,Pune,Pandharpur,pandkhurd81,goat,ppr,Peste des Petits Ruminants,2024-09-23,0,0,panchayat_member,17.783713,75.864373,Maharashtra
SOLAPUR,Solapur,Pune,Madha,madhbudruk93,sheep,ppr,Peste des Petits Ruminants,2024-09-23,0,0,para_vet,17.611845,75.922751,Maharashtra
SOLAPUR,Solapur,Pune,Akkalkot,akkapur49,cattle,brucellosis,Brucellosis,2024-09-23,0,0,farmer,17.611415,75.819471,Maharashtra
NAGPUR,Nagpur,Nagpur,Hingna,hingwadi81,goat,fmd,Foot-and-Mouth Disease,2024-09-23,0,0,field_vet,21.257655,79.193651,Maharashtra
NAGPUR,Nagpur,Nagpur,Kamptee,kamppeth85,sheep,fmd,Foot-and-Mouth Disease,2024-09-23,0,0,panchayat_member,21.015262,79.090784,Maharashtra
NAGPUR,Nagpur,Nagpur,Hingna,hingpeth31,sheep,ppr,Peste des Petits Ruminants,2024-09-23,0,0,livestock_inspector,21.061378,79.065707,Maharashtra
NAGPUR,Nagpur,Nagpur,Kamptee,kampbudruk57,cattle,brucellosis,Brucellosis,2024-09-23,0,0,panchayat_member,21.101272,79.113389,Maharashtra
LATUR,Latur,Aurangabad,Ausa,ausatarf5,buffalo,fmd,Foot-and-Mouth Disease,2024-09-23,0,0,panchayat_member,18.318892,76.469394,Maharashtra
LATUR,Latur,Aurangabad,Deoni,deonpur97,goat,fmd,Foot-and-Mouth Disease,2024-09-23,0,0,panchayat_member,18.532515,76.41296,Maharashtra
LATUR,Latur,Aurangabad,Chakur,chakkhurd30,buffalo,lsd,Lumpy Skin Disease,2024-09-23,0,0,para_vet,18.401131,76.565148,Maharashtra
JALGAON,Jalgaon,Nashik,Erandol,eranbudruk27,goat,ppr,Peste des Petits Ruminants,2024-09-23,0,0,para_vet,20.945032,75.569919,Maharashtra
JALGAON,Jalgaon,Nashik,Yawal,yawanagar51,sheep,ppr,Peste des Petits Ruminants,2024-09-23,0,0,para_vet,21.154579,75.451341,Maharashtra
JALGAON,Jalgaon,Nashik,Raver,ravebudruk56,cattle,brucellosis,Brucellosis,2024-09-23,0,0,livestock_inspector,20.905334,75.585127,Maharashtra
PUNE,Pune,Pune,Indapur,indatarf90,cattle,fmd,Foot-and-Mouth Disease,2024-09-30,0,0,field_vet,18.487727,73.953729,Maharashtra
PUNE,Pune,Pune,Baramati,barapeth50,buffalo,fmd,Foot-and-Mouth Disease,2024-09-30,0,0,para_vet,18.579957,73.73536,Maharashtra
PUNE,Pune,Pune,Velhe,velhpeth53,sheep,fmd,Foot-and-Mouth Disease,2024-09-30,0,0,panchayat_member,18.406769,73.81732,Maharashtra
PUNE,Pune,Pune,Velhe,velhwadi60,cattle,lsd,Lumpy Skin Disease,2024-09-30,0,0,farmer,18.392359,73.915046,Maharashtra
PUNE,Pune,Pune,Junnar,junnpur22,cattle,brucellosis,Brucellosis,2024-09-30,0,0,farmer,18.552497,73.759871,Maharashtra
PUNE,Pune,Pune,Haveli,havebudruk20,buffalo,brucellosis,Brucellosis,2024-09-30,0,0,livestock_inspector,18.477826,73.771702,Maharashtra
AHMEDNAGAR,Ahmednagar,Nashik,Parner,parnnagar99,cattle,fmd,Foot-and-Mouth Disease,2024-09-30,0,0,para_vet,19.223446,74.710393,Maharashtra
AHMEDNAGAR,Ahmednagar,Nashik,Rahuri,rahupur93,goat,fmd,Foot-and-Mouth Disease,2024-09-30,0,0,para_vet,18.958004,74.75175,Maharashtra
AHMEDNAGAR,Ahmednagar,Nashik,Rahuri,rahutarf42,cattle,lsd,Lumpy Skin Disease,2024-09-30,0,0,para_vet,18.949298,74.794198,Maharashtra
AHMEDNAGAR,Ahmednagar,Nashik,Pathardi,pathbudruk84,buffalo,lsd,Lumpy Skin Disease,2024-09-30,0,0,panchayat_member,19.055494,74.618199,Maharashtra
AHMEDNAGAR,Ahmednagar,Nashik,Nevasa,nevapur33,goat,ppr,Peste des Petits Ruminants,2024-09-30,0,0,farmer,19.12476,74.892425,Maharashtra
AHMEDNAGAR,Ahmednagar,Nashik,Nevasa,nevawadi30,goat,brucellosis,Brucellosis,2024-09-30,0,0,farmer,19.129705,74.867034,Maharashtra
NASHIK,Nashik,Nashik,Igatpuri,igatwadi31,cattle,fmd,Foot-and-Mouth Disease,2024-09-30,0,0,panchayat_member,20.152865,73.773118,Maharashtra
NASHIK,Nashik,Nashik,Malegaon,malenagar67,buffalo,lsd,Lumpy Skin Disease,2024-09-30,0,0,field_vet,19.911364,73.828935,Maharashtra
NASHIK,Nashik,Nashik,Niphad,niphkhurd31,sheep,ppr,Peste des Petits Ruminants,2024-09-30,0,0,panchayat_member,19.879749,73.857497,Maharashtra
NASHIK,Nashik,Nashik,Trimbakeshwar,trimpeth82,cattle,brucellosis,Brucellosis,2024-09-30,0,0,para_vet,19.937858,73.874387,Maharashtra
NASHIK,Nashik,Nashik,Sinnar,sinnnagar11,poultry,ai_h5n1,Avian Influenza (H5N1),2024-09-30,0,0,field_vet,20.034855,73.68584,Maharashtra
KOLHAPUR,Kolhapur,Kolhapur,Shirol,shirkhurd20,buffalo,fmd,Foot-and-Mouth Disease,2024-09-30,0,0,para_vet,16.556254,74.351797,Maharashtra
KOLHAPUR,Kolhapur,Kolhapur,Gaganbawada,gagapur25,cattle,lsd,Lumpy Skin Disease,2024-09-30,0,0,livestock_inspector,16.842129,74.324681,Maharashtra
KOLHAPUR,Kolhapur,Kolhapur,Gaganbawada,gagapeth88,cattle,brucellosis,Brucellosis,2024-09-30,0,0,para_vet,16.631286,74.273945,Maharashtra
KOLHAPUR,Kolhapur,Kolhapur,Karveer,karvnagar51,buffalo,brucellosis,Brucellosis,2024-09-30,0,0,panchayat_member,16.847244,74.117404,Maharashtra
SANGLI,Sangli,Kolhapur,Shirala,shirpur23,cattle,lsd,Lumpy Skin Disease,2024-09-30,0,0,field_vet,16.75832,74.4718,Maharashtra
SANGLI,Sangli,Kolhapur,Kadegaon,kadekhurd24,buffalo,lsd,Lumpy Skin Disease,2024-09-30,0,0,para_vet,16.720095,74.486319,Maharashtra
SANGLI,Sangli,Kolhapur,Walwa,walwgaon49,sheep,ppr,Peste des Petits Ruminants,2024-09-30,0,0,farmer,16.785429,74.534146,Maharashtra
SANGLI,Sangli,Kolhapur,Miraj,mirawadi13,cattle,brucellosis,Brucellosis,2024-09-30,0,0,para_vet,16.8591,74.433679,Maharashtra
SOLAPUR,Solapur,Pune,Akkalkot,akkatarf87,goat,ppr,Peste des Petits Ruminants,2024-09-30,0,0,livestock_inspector,17.579968,75.901761,Maharashtra
SOLAPUR,Solapur,Pune,Akkalkot,akkapeth22,poultry,ai_h5n1,Avian Influenza (H5N1),2024-09-30,0,0,livestock_inspector,17.796415,75.901051,Maharashtra
NAGPUR,Nagpur,Nagpur,Saoner,saonnagar99,buffalo,fmd,Foot-and-Mouth Disease,2024-09-30,0,0,field_vet,21.061913,79.015489,Maharashtra
NAGPUR,Nagpur,Nagpur,Kamptee,kamptarf95,sheep,ppr,Peste des Petits Ruminants,2024-09-30,0,0,panchayat_member,21.276963,79.161585,Maharashtra
LATUR,Latur,Aurangabad,Renapur,renakhurd64,cattle,fmd,Foot-and-Mouth Disease,2024-09-30,0,0,livestock_inspector,18.303028,76.495418,Maharashtra
LATUR,Latur,Aurangabad,Deoni,deonpeth81,goat,fmd,Foot-and-Mouth Disease,2024-09-30,0,0,para_vet,18.407308,76.621642,Maharashtra
LATUR,Latur,Aurangabad,Chakur,chaknagar39,buffalo,lsd,Lumpy Skin Disease,2024-09-30,0,0,para_vet,18.556119,76.574783,Maharashtra
LATUR,Latur,Aurangabad,Deoni,deonkhurd95,poultry,ai_h5n1,Avian Influenza (H5N1),2024-09-30,0,0,farmer,18.367468,76.667242,Maharashtra
JALGAON,Jalgaon,Nashik,Yawal,yawapeth23,buffalo,fmd,Foot-and-Mouth Disease,2024-09-30,0,0,farmer,20.892904,75.567231,Maharashtra
JALGAON,Jalgaon,Nashik,Chopda,chopkhurd51,goat,fmd,Foot-and-Mouth Disease,2024-09-30,0,0,livestock_inspector,20.948507,75.591447,Maharashtra
JALGAON,Jalgaon,Nashik,Raver,ravegaon42,buffalo,brucellosis,Brucellosis,2024-09-30,0,0,farmer,21.07183,75.671263,Maharashtra
JALGAON,Jalgaon,Nashik,Pachora,pachgaon97,poultry,ai_h5n1,Avian Influenza (H5N1),2024-09-30,0,0,para_vet,21.147404,75.681881,Maharashtra
PUNE,Pune,Pune,Bhor,bhorgaon72,buffalo,fmd,Foot-and-Mouth Disease,2024-10-07,0,0,field_vet,18.625835,73.717202,Maharashtra
PUNE,Pune,Pune,Haveli,havekhurd5,goat,ppr,Peste des Petits Ruminants,2024-10-07,0,0,para_vet,18.4129,73.963526,Maharashtra
PUNE,Pune,Pune,Indapur,indagaon33,buffalo,brucellosis,Brucellosis,2024-10-07,0,0,livestock_inspector,18.65246,73.749673,Maharashtra
AHMEDNAGAR,Ahmednagar,Nashik,Sangamner,sanggaon69,buffalo,fmd,Foot-and-Mouth Disease,2024-10-07,0,0,farmer,19.149994,74.720034,Maharashtra
AHMEDNAGAR,Ahmednagar,Nashik,Parner,parnkhurd36,goat,fmd,Foot-and-Mouth Disease,2024-10-07,0,0,farmer,18.974184,74.891846,Maharashtra
AHMEDNAGAR,Ahmednagar,Nashik,Pathardi,pathtarf91,goat,brucellosis,Brucellosis,2024-10-07,0,0,para_vet,19.148265,74.723473,Maharashtra
NASHIK,Nashik,Nashik,Niphad,niphwadi11,sheep,fmd,Foot-and-Mouth Disease,2024-10-07,0,0,field_vet,20.022548,73.787855,Maharashtra
KOLHAPUR,Kolhapur,Kolhapur,Gaganbawada,gagagaon38,buffalo,fmd,Foot-and-Mouth Disease,2024-10-07,0,0,field_vet,16.699937,74.172725,Maharashtra
KOLHAPUR,Kolhapur,Kolhapur,Shirol,shirtarf39,cattle,lsd,Lumpy Skin Disease,2024-10-07,0,0,field_vet,16.587149,74.198217,Maharashtra
KOLHAPUR,Kolhapur,Kolhapur,Shirol,shirpeth26,buffalo,lsd,Lumpy Skin Disease,2024-10-07,0,0,farmer,16.713729,74.362853,Maharashtra
KOLHAPUR,Kolhapur,Kolhapur,Shirol,shirnagar48,goat,ppr,Peste des Petits Ruminants,2024-10-07,0,0,field_vet,16.664349,74.360958,Maharashtra
KOLHAPUR,Kolhapur,Kolhapur,Radhanagari,radhkhurd15,cattle,brucellosis,Brucellosis,2024-10-07,0,0,para_vet,16.64047,74.133404,Maharashtra
KOLHAPUR,Kolhapur,Kolhapur,Radhanagari,radhkhurd62,buffalo,brucellosis,Brucellosis,2024-10-07,0,0,field_vet,16.590638,74.24002,Maharashtra
SANGLI,Sangli,Kolhapur,Walwa,walwwadi99,cattle,fmd,Foot-and-Mouth Disease,2024-10-07,0,0,para_vet,16.718012,74.680451,Maharashtra
SANGLI,Sangli,Kolhapur,Shirala,shirbudruk37,buffalo,fmd,Foot-and-Mouth Disease,2024-10-07,0,0,livestock_inspector,16.727184,74.560186,Maharashtra
SANGLI,Sangli,Kolhapur,Walwa,walwkhurd86,goat,fmd,Foot-and-Mouth Disease,2024-10-07,0,0,livestock_inspector,16.761924,74.643438,Maharashtra
SANGLI,Sangli,Kolhapur,Tasgaon,tasgnagar5,cattle,lsd,Lumpy Skin Disease,2024-10-07,0,0,field_vet,16.99952,74.710229,Maharashtra
SANGLI,Sangli,Kolhapur,Miraj,miranagar53,buffalo,lsd,Lumpy Skin Disease,2024-10-07,0,0,panchayat_member,16.794334,74.621493,Maharashtra
SANGLI,Sangli,Kolhapur,Walwa,walwnagar32,sheep,ppr,Peste des Petits Ruminants,2024-10-07,0,0,field_vet,16.970932,74.486025,Maharashtra
SANGLI,Sangli,Kolhapur,Kadegaon,kadegaon56,cattle,brucellosis,Brucellosis,2024-10-07,0,0,para_vet,16.778079,74.578886,Maharashtra
SOLAPUR,Solapur,Pune,Akkalkot,akkagaon6,cattle,fmd,Foot-and-Mouth Disease,2024-10-07,0,0,panchayat_member,17.800399,76.021612,Maharashtra
SOLAPUR,Solapur,Pune,Madha,madhkhurd54,sheep,fmd,Foot-and-Mouth Disease,2024-10-07,0,0,panchayat_member,17.723381,76.023876,Maharashtra
SOLAPUR,Solapur,Pune,Karmala,karmpur38,goat,ppr,Peste des Petits Ruminants,2024-10-07,0,0,farmer,17.796641,75.774638,Maharashtra
NAGPUR,Nagpur,Nagpur,Saoner,saongaon22,cattle,fmd,Foot-and-Mouth Disease,2024-10-07,0,0,para_vet,21.009484,79.009665,Maharashtra
NAGPUR,Nagpur,Nagpur,Hingna,hinggaon1,goat,fmd,Foot-and-Mouth Disease,2024-10-07,0,0,field_vet,21.185605,79.229866,Maharashtra
LATUR,Latur,Aurangabad,Chakur,chakkhurd59,sheep,fmd,Foot-and-Mouth Disease,2024-10-07,0,0,livestock_inspector,18.28887,76.568434,Maharashtra
LATUR,Latur,Aurangabad,Ausa,ausawadi17,cattle,lsd,Lumpy Skin Disease,2024-10-07,0,0,para_vet,18.489835,76.490697,Maharashtra
LATUR,Latur,Aurangabad,Shirur Anantpal,shirbudruk81,cattle,brucellosis,Brucellosis,2024-10-07,0,0,panchayat_member,18.295723,76.657877,Maharashtra
LATUR,Latur,Aurangabad,Deoni,deonnagar88,poultry,ai_h5n1,Avian Influenza (H5N1),2024-10-07,0,0,farmer,18.406346,76.70763,Maharashtra
JALGAON,Jalgaon,Nashik,Chopda,choppur23,buffalo,fmd,Foot-and-Mouth Disease,2024-10-07,0,0,livestock_inspector,21.016844,75.592483,Maharashtra
JALGAON,Jalgaon,Nashik,Chopda,choppur84,cattle,lsd,Lumpy Skin Disease,2024-10-07,0,0,para_vet,20.953777,75.52978,Maharashtra
JALGAON,Jalgaon,Nashik,Raver,ravepur99,goat,ppr,Peste des Petits Ruminants,2024-10-07,0,0,livestock_inspector,20.963483,75.560862,Maharashtra
JALGAON,Jalgaon,Nashik,Chopda,chopkhurd47,poultry,ai_h5n1,Avian Influenza (H5N1),2024-10-07,0,0,farmer,20.918684,75.667779,Maharashtra
PUNE,Pune,Pune,Bhor,bhorgaon90,sheep,fmd,Foot-and-Mouth Disease,2024-10-14,0,0,para_vet,18.483638,73.714604,Maharashtra
PUNE,Pune,Pune,Bhor,bhorwadi19,cattle,lsd,Lumpy Skin Disease,2024-10-14,0,0,field_vet,18.412783,73.780214,Maharashtra
PUNE,Pune,Pune,Baramati,baranagar88,buffalo,brucellosis,Brucellosis,2024-10-14,0,0,livestock_inspector,18.536647,73.955555,Maharashtra
PUNE,Pune,Pune,Mulshi,mulsnagar17,goat,brucellosis,Brucellosis,2024-10-14,0,0,para_vet,18.490521,73.723499,Maharashtra
AHMEDNAGAR,Ahmednagar,Nashik,Sangamner,sangnagar25,buffalo,fmd,Foot-and-Mouth Disease,2024-10-14,0,0,field_vet,18.97732,74.621343,Maharashtra
AHMEDNAGAR,Ahmednagar,Nashik,Nevasa,nevawadi73,cattle,lsd,Lumpy Skin Disease,2024-10-14,0,0,livestock_inspector,18.958504,74.692374,Maharashtra
AHMEDNAGAR,Ahmednagar,Nashik,Kopargaon,kopagaon65,sheep,ppr,Peste des Petits Ruminants,2024-10-14,0,0,para_vet,18.951906,74.836821,Maharashtra
NASHIK,Nashik,Nashik,Trimbakeshwar,trimtarf80,cattle,fmd,Foot-and-Mouth Disease,2024-10-14,0,0,livestock_inspector,19.868304,73.853829,Maharashtra
NASHIK,Nashik,Nashik,Dindori,dindpur99,goat,fmd,Foot-and-Mouth Disease,2024-10-14,0,0,field_vet,20.020441,73.930684,Maharashtra
NASHIK,Nashik,Nashik,Trimbakeshwar,trimpur38,sheep,fmd,Foot-and-Mouth Disease,2024-10-14,0,0,para_vet,19.876749,73.812953,Maharashtra
NASHIK,Nashik,Nashik,Malegaon,malekhurd90,goat,brucellosis,Brucellosis,2024-10-14,0,0,panchayat_member,19.858683,73.895918,Maharashtra
KOLHAPUR,Kolhapur,Kolhapur,Karveer,karvpur61,cattle,lsd,Lumpy Skin Disease,2024-10-14,0,0,para_vet,16.747065,74.189356,Maharashtra
KOLHAPUR,Kolhapur,Kolhapur,Karveer,karvnagar35,goat,ppr,Peste des Petits Ruminants,2024-10-14,0,0,field_vet,16.745706,74.118377,Maharashtra
KOLHAPUR,Kolhapur,Kolhapur,Radhanagari,radhpeth54,sheep,ppr,Peste des Petits Ruminants,2024-10-14,0,0,panchayat_member,16.619231,74.361222,Maharashtra
SANGLI,Sangli,Kolhapur,Jath,jathpur77,goat,ppr,Peste des Petits Ruminants,2024-10-14,0,0,livestock_inspector,16.767241,74.494429,Maharashtra
SOLAPUR,Solapur,Pune,Akkalkot,akkanagar82,cattle,fmd,Foot-and-Mouth Disease,2024-10-14,0,0,field_vet,17.720528,76.03777,Maharashtra
SOLAPUR,Solapur,Pune,Barshi,barsgaon84,buffalo,fmd,Foot-and-Mouth Disease,2024-10-14,0,0,farmer,17.694778,75.879784,Maharashtra
SOLAPUR,Solapur,Pune,Pandharpur,pandkhurd29,sheep,fmd,Foot-and-Mouth Disease,2024-10-14,0,0,livestock_inspector,17.675376,75.79075,Maharashtra
SOLAPUR,Solapur,Pune,Akkalkot,akkabudruk40,goat,ppr,Peste des Petits Ruminants,2024-10-14,0,0,livestock_inspector,17.71189,75.757647,Maharashtra
SOLAPUR,Solapur,Pune,Karmala,karmtarf43,sheep,ppr,Peste des Petits Ruminants,2024-10-14,0,0,para_vet,17.797648,76.054249,Maharashtra
SOLAPUR,Solapur,Pune,Akkalkot,akkanagar94,buffalo,brucellosis,Brucellosis,2024-10-14,0,0,para_vet,17.630836,75.851837,Maharashtra
SOLAPUR,Solapur,Pune,Mangalvedhe,mangnagar98,goat,brucellosis,Brucellosis,2024-10-14,0,0,field_vet,17.761101,75.804116,Maharashtra
SOLAPUR,Solapur,Pune,Barshi,barspur4,poultry,ai_h5n1,Avian Influenza (H5N1),2024-10-14,0,0,panchayat_member,17.722173,76.032578,Maharashtra
NAGPUR,Nagpur,Nagpur,Hingna,hingbudruk25,buffalo,fmd,Foot-and-Mouth Disease,2024-10-14,0,0,panchayat_member,21.247937,79.156094,Maharashtra
NAGPUR,Nagpur,Nagpur,Hingna,hingwadi82,goat,fmd,Foot-and-Mouth Disease,2024-10-14,0,0,panchayat_member,21.255882,78.971479,Maharashtra
NAGPUR,Nagpur,Nagpur,Saoner,saonpur12,sheep,fmd,Foot-and-Mouth Disease,2024-10-14,0,0,farmer,21.144074,79.046619,Maharashtra
NAGPUR,Nagpur,Nagpur,Umred,umregaon27,cattle,lsd,Lumpy Skin Disease,2024-10-14,0,0,livestock_inspector,21.108376,79.032275,Maharashtra
NAGPUR,Nagpur,Nagpur,Kamptee,kamppur85,buffalo,lsd,Lumpy Skin Disease,2024-10-14,0,0,panchayat_member,21.185164,79.194643,Maharashtra
NAGPUR,Nagpur,Nagpur,Kamptee,kampkhurd78,sheep,ppr,Peste des Petits Ruminants,2024-10-14,0,0,farmer,21.156586,79.093598,Maharashtra
NAGPUR,Nagpur,Nagpur,Hingna,hingkhurd11,cattle,brucellosis,Brucellosis,2024-10-14,0,0,para_vet,21.076077,79.082672,Maharashtra
LATUR,Latur,Aurangabad,Ausa,ausabudruk76,cattle,lsd,Lumpy Skin Disease,2024-10-14,0,0,livestock_inspector,18.346842,76.658406,Maharashtra
LATUR,Latur,Aurangabad,Renapur,renagaon74,goat,brucellosis,Brucellosis,2024-10-14,0,0,livestock_inspector,18.46344,76.540962,Maharashtra
LATUR,Latur,Aurangabad,Chakur,chakpeth6,poultry,ai_h5n1,Avian Influenza (H5N1),2024-10-14,0,0,field_vet,18.385171,76.447628,Maharashtra
JALGAON,Jalgaon,Nashik,Bhusawal,bhuswadi60,cattle,fmd,Foot-and-Mouth Disease,2024-10-14,0,0,field_vet,20.897017,75.702656,Maharashtra
JALGAON,Jalgaon,Nashik,Erandol,eranpeth83,cattle,lsd,Lumpy Skin Disease,2024-10-14,0,0,farmer,21.110623,75.693911,Maharashtra
JALGAON,Jalgaon,Nashik,Chopda,chopkhurd93,goat,ppr,Peste des Petits Ruminants,2024-10-14,0,0,field_vet,21.102544,75.573868,Maharashtra
JALGAON,Jalgaon,Nashik,Chopda,chopgaon7,sheep,ppr,Peste des Petits Ruminants,2024-10-14,0,0,field_vet,20.880213,75.511399,Maharashtra
JALGAON,Jalgaon,Nashik,Erandol,erangaon17,cattle,brucellosis,Brucellosis,2024-10-14,0,0,field_vet,21.116268,75.63851,Maharashtra
PUNE,Pune,Pune,Velhe,velhpeth50,goat,fmd,Foot-and-Mouth Disease,2024-10-21,0,0,para_vet,18.516694,73.808835,Maharashtra
PUNE,Pune,Pune,Mulshi,mulskhurd3,cattle,brucellosis,Brucellosis,2024-10-21,0,0,livestock_inspector,18.426509,73.715276,Maharashtra
PUNE,Pune,Pune,Mulshi,mulstarf56,buffalo,brucellosis,Brucellosis,2024-10-21,0,0,para_vet,18.415586,73.857357,Maharashtra
PUNE,Pune,Pune,Baramati,barapur77,poultry,ai_h5n1,Avian Influenza (H5N1),2024-10-21,0,0,field_vet,18.529269,73.854785,Maharashtra
AHMEDNAGAR,Ahmednagar,Nashik,Rahuri,rahuwadi74,cattle,fmd,Foot-and-Mouth Disease,2024-10-21,0,0,field_vet,19.01643,74.75764,Maharashtra
AHMEDNAGAR,Ahmednagar,Nashik,Pathardi,pathbudruk91,sheep,fmd,Foot-and-Mouth Disease,2024-10-21,0,0,panchayat_member,19.031194,74.598932,Maharashtra
AHMEDNAGAR,Ahmednagar,Nashik,Shrirampur,shripur97,goat,brucellosis,Brucellosis,2024-10-21,0,0,para_vet,19.177377,74.627998,Maharashtra
NASHIK,Nashik,Nashik,Yeola,yeoltarf43,cattle,brucellosis,Brucellosis,2024-10-21,0,0,livestock_inspector,20.033044,73.92358,Maharashtra
NASHIK,Nashik,Nashik,Dindori,dindpeth88,poultry,ai_h5n1,Avian Influenza (H5N1),2024-10-21,0,0,para_vet,19.996195,73.685068,Maharashtra
KOLHAPUR,Kolhapur,Kolhapur,Hatkanangle,hatkwadi59,cattle,fmd,Foot-and-Mouth Disease,2024-10-21,0,0,farmer,16.620198,74.340941,Maharashtra
KOLHAPUR,Kolhapur,Kolhapur,Hatkanangle,hatkwadi7,buffalo,fmd,Foot-and-Mouth Disease,2024-10-21,0,0,field_vet,16.596316,74.356917,Maharashtra
KOLHAPUR,Kolhapur,Kolhapur,Radhanagari,radhpeth70,buffalo,brucellosis,Brucellosis,2024-10-21,0,0,para_vet,16.66779,74.356076,Maharashtra
SANGLI,Sangli,Kolhapur,Jath,jathgaon43,buffalo,lsd,Lumpy Skin Disease,2024-10-21,0,0,panchayat_member,16.73162,74.518673,Maharashtra
SANGLI,Sangli,Kolhapur,Tasgaon,tasgpeth18,sheep,ppr,Peste des Petits Ruminants,2024-10-21,0,0,para_vet,16.970916,74.6234,Maharashtra
SANGLI,Sangli,Kolhapur,Tasgaon,tasggaon67,buffalo,brucellosis,Brucellosis,2024-10-21,0,0,farmer,16.776562,74.462582,Maharashtra
SANGLI,Sangli,Kolhapur,Shirala,shirpur31,goat,brucellosis,Brucellosis,2024-10-21,0,0,panchayat_member,16.780481,74.615328,Maharashtra
SANGLI,Sangli,Kolhapur,Tasgaon,tasgwadi24,poultry,ai_h5n1,Avian Influenza (H5N1),2024-10-21,0,0,para_vet,16.947965,74.62874,Maharashtra
SOLAPUR,Solapur,Pune,Akkalkot,akkagaon76,cattle,fmd,Foot-and-Mouth Disease,2024-10-21,0,0,livestock_inspector,17.620102,75.838954,Maharashtra
SOLAPUR,Solapur,Pune,Akkalkot,akkapeth36,cattle,lsd,Lumpy Skin Disease,2024-10-21,0,0,farmer,17.804426,75.863724,Maharashtra
NAGPUR,Nagpur,Nagpur,Umred,umrepur30,cattle,fmd,Foot-and-Mouth Disease,2024-10-21,0,0,farmer,21.195378,79.08803,Maharashtra
NAGPUR,Nagpur,Nagpur,Umred,umrekhurd14,buffalo,fmd,Foot-and-Mouth Disease,2024-10-21,0,0,para_vet,21.214249,79.053425,Maharashtra
NAGPUR,Nagpur,Nagpur,Umred,umregaon57,goat,fmd,Foot-and-Mouth Disease,2024-10-21,0,0,field_vet,21.17776,79.190404,Maharashtra
NAGPUR,Nagpur,Nagpur,Katol,katobudruk29,cattle,lsd,Lumpy Skin Disease,2024-10-21,0,0,para_vet,21.218446,79.068419,Maharashtra
NAGPUR,Nagpur,Nagpur,Kamptee,kampgaon27,buffalo,lsd,Lumpy Skin Disease,2024-10-21,0,0,farmer,21.238803,79.206187,Maharashtra
NAGPUR,Nagpur,Nagpur,Umred,umrepeth25,goat,ppr,Peste des Petits Ruminants,2024-10-21,0,0,para_vet,21.166911,79.08032,Maharashtra
NAGPUR,Nagpur,Nagpur,Kamptee,kamppur67,cattle,brucellosis,Brucellosis,2024-10-21,0,0,field_vet,21.026074,79.087814,Maharashtra
NAGPUR,Nagpur,Nagpur,Saoner,saonbudruk50,buffalo,brucellosis,Brucellosis,2024-10-21,0,0,field_vet,21.016186,79.199642,Maharashtra
NAGPUR,Nagpur,Nagpur,Umred,umregaon75,poultry,ai_h5n1,Avian Influenza (H5N1),2024-10-21,0,0,livestock_inspector,21.276878,79.23368,Maharashtra
LATUR,Latur,Aurangabad,Nilanga,nilanagar88,cattle,brucellosis,Brucellosis,2024-10-21,0,0,farmer,18.424549,76.426042,Maharashtra
JALGAON,Jalgaon,Nashik,Raver,ravepeth24,goat,fmd,Foot-and-Mouth Disease,2024-10-21,0,0,field_vet,20.870816,75.5175,Maharashtra
JALGAON,Jalgaon,Nashik,Pachora,pachnagar62,sheep,fmd,Foot-and-Mouth Disease,2024-10-21,0,0,farmer,21.054677,75.435513,Maharashtra
JALGAON,Jalgaon,Nashik,Yawal,yawanagar91,sheep,ppr,Peste des Petits Ruminants,2024-10-21,0,0,panchayat_member,21.003562,75.436134,Maharashtra
JALGAON,Jalgaon,Nashik,Pachora,pachnagar39,poultry,ai_h5n1,Avian Influenza (H5N1),2024-10-21,0,0,farmer,20.875616,75.668972,Maharashtra
PUNE,Pune,Pune,Baramati,barapur85,cattle,fmd,Foot-and-Mouth Disease,2024-10-28,0,0,livestock_inspector,18.530148,73.904821,Maharashtra
PUNE,Pune,Pune,Velhe,velhwadi44,goat,fmd,Foot-and-Mouth Disease,2024-10-28,0,0,panchayat_member,18.500623,73.834965,Maharashtra
PUNE,Pune,Pune,Mulshi,mulsnagar93,sheep,fmd,Foot-and-Mouth Disease,2024-10-28,0,0,field_vet,18.627954,73.988093,Maharashtra
PUNE,Pune,Pune,Baramati,barapeth96,cattle,lsd,Lumpy Skin Disease,2024-10-28,0,0,para_vet,18.409962,73.711255,Maharashtra
PUNE,Pune,Pune,Velhe,velhbudruk44,buffalo,lsd,Lumpy Skin Disease,2024-10-28,0,0,panchayat_member,18.48878,73.891364,Maharashtra
PUNE,Pune,Pune,Junnar,junnbudruk64,poultry,ai_h5n1,Avian Influenza (H5N1),2024-10-28,0,0,para_vet,18.438626,73.759049,Maharashtra
