fiscal_year,disease,incidence_type,value,unit,note
2009,I.B.D.,Outbreak,127.0,value in Absolute Number,
2009,Duck Plague,Outbreak,13.0,value in Absolute Number,
2009,Chronic Respiratory Disease,Outbreak,188.0,value in Absolute Number,
2009,Canine Distemper,Outbreak,97.0,value in Absolute Number,
2009,Rabies,Outbreak,130.0,value in Absolute Number,
2009,Babesiosis,Outbreak,117.0,value in Absolute Number,
2009,Mastitis,Outbreak,90.0,value in Absolute Number,
2009,Trypanismiasis,Outbreak,,value in Absolute Number,
2009,Mange,Outbreak,458.0,value in Absolute Number,
2009,Peste Des Petits Ruminant,Outbreak,184.0,value in Absolute Number,
2009,Anaplasmosis,Outbreak,,value in Absolute Number,
2009,Brucellosis,Outbreak,16.0,value in Absolute Number,
2009,Coryza,Outbreak,4.0,value in Absolute Number,
2009,Highly Pathogenic Avian Influenza,Outbreak,2.0,value in Absolute Number,
2009,Avian Influenza,Outbreak,10.0,value in Absolute Number,
2009,Equine Influenza,Outbreak,17.0,value in Absolute Number,
2009,Glander Disease,Outbreak,,value in Absolute Number,
2009,Foot & Mouth Disease,Attack,26527.0,value in Absolute Number,
2009,Haemorrhagic Septicaemia,Attack,3729.0,value in Absolute Number,
2009,Black Quarter,Attack,1109.0,value in Absolute Number,
2009,Anthrax,Attack,1627.0,value in Absolute Number,
2009,Fascioliasis,Attack,345348.0,value in Absolute Number,
2009,Enterotoxaemia,Attack,2167.0,value in Absolute Number,
2009,Sheep & Goat Pox,Attack,2006.0,value in Absolute Number,
2009,Cow Pox,Attack,50.0,value in Absolute Number,
2009,Buffalo Pox,Attack,,value in Absolute Number,
2009,Blue Tongue,Attack,2999.0,value in Absolute Number,
2009,C.C.P.P.,Attack,,value in Absolute Number,
2009,Amphistomiasis,Attack,9497.0,value in Absolute Number,
2009,Schistosomiasis,Attack,87.0,value in Absolute Number,
2009,Swine Fever,Attack,5267.0,value in Absolute Number,
2009,Salmonellosis,Attack,120923.0,value in Absolute Number,
2009,Coccidiosis,Attack,110617.0,value in Absolute Number,
2009,Ranikhet (New Castle) Disease,Attack,185114.0,value in Absolute Number,
2009,Fowl Pox,Attack,16702.0,value in Absolute Number,
2009,Fowl Cholera,Attack,2158.0,value in Absolute Number,
2009,Mareks Disease,Attack,300.0,value in Absolute Number,
2009,I.B.D.,Attack,33458.0,value in Absolute Number,
2009,Duck Plague,Attack,35982.0,value in Absolute Number,
2009,Chronic Respiratory Disease,Attack,3494.0,value in Absolute Number,
2009,Canine Distemper,Attack,324.0,value in Absolute Number,
2009,Rabies,Attack,2694.0,value in Absolute Number,
2009,Babesiosis,Attack,26333.0,value in Absolute Number,
2009,Mastitis,Attack,283.0,value in Absolute Number,
2009,Trypanismiasis,Attack,,value in Absolute Number,
2009,Mange,Attack,9238.0,value in Absolute Number,
2009,Peste Des Petits Ruminant,Attack,9271.0,value in Absolute Number,
2009,Anaplasmosis,Attack,,value in Absolute Number,
2009,Brucellosis,Attack,1911.0,value in Absolute Number,
2009,Coryza,Attack,94.0,value in Absolute Number,
2009,Highly Pathogenic Avian Influenza,Attack,3150.0,value in Absolute Number,
2009,Avian Influenza,Attack,1065.0,value in Absolute Number,
2009,Equine Influenza,Attack,250.0,value in Absolute Number,
2009,Glander Disease,Attack,,value in Absolute Number,
2009,Foot & Mouth Disease,Death,473.0,value in Absolute Number,
2009,Haemorrhagic Septicaemia,Death,1595.0,value in Absolute Number,
2009,Black Quarter,Death,481.0,value in Absolute Number,
2009,Anthrax,Death,478.0,value in Absolute Number,
2009,Fascioliasis,Death,67.0,value in Absolute Number,
2009,Enterotoxaemia,Death,533.0,value in Absolute Number,
2009,Sheep & Goat Pox,Death,592.0,value in Absolute Number,
2009,Cow Pox,Death,,value in Absolute Number,
2009,Buffalo Pox,Death,,value in Absolute Number,
2009,Blue Tongue,Death,688.0,value in Absolute Number,
2009,C.C.P.P.,Death,,value in Absolute Number,
2009,Amphistomiasis,Death,20.0,value in Absolute Number,
2009,Schistosomiasis,Death,,value in Absolute Number,
2009,Swine Fever,Death,1646.0,value in Absolute Number,
2009,Salmonellosis,Death,7129.0,value in Absolute Number,
2009,Coccidiosis,Death,14808.0,value in Absolute Number,
2009,Ranikhet (New Castle) Disease,Death,16273.0,value in Absolute Number,
2009,Fowl Pox,Death,1816.0,value in Absolute Number,
2009,Fowl Cholera,Death,1789.0,value in Absolute Number,
2009,Mareks Disease,Death,1.0,value in Absolute Number,
2009,I.B.D.,Death,7594.0,value in Absolute Number,
2009,Duck Plague,Death,110.0,value in Absolute Number,
2009,Chronic Respiratory Disease,Death,355.0,value in Absolute Number,
2009,Canine Distemper,Death,324.0,value in Absolute Number,
2009,Rabies,Death,28.0,value in Absolute Number,
2009,Babesiosis,Death,,value in Absolute Number,
2009,Mastitis,Death,53.0,value in Absolute Number,
2009,Trypanismiasis,Death,,value in Absolute Number,
2009,Mange,Death,12.0,value in Absolute Number,
2009,Peste Des Petits Ruminant,Death,2577.0,value in Absolute Number,
2009,Anaplasmosis,Death,,value in Absolute Number,
2009,Brucellosis,Death,,value in Absolute Number,
2009,Coryza,Death,,value in Absolute Number,
2009,Highly Pathogenic Avian Influenza,Death,6.0,value in Absolute Number,
2009,Avian Influenza,Death,854.0,value in Absolute Number,
2009,Equine Influenza,Death,5.0,value in Absolute Number,
2009,Glander Disease,Death,,value in Absolute Number,
2010,Foot & Mouth Disease,Outbreak,422.0,value in Absolute Number,
2010,Haemorrhagic Septicaemia,Outbreak,380.0,value in Absolute Number,
2010,Black Quarter,Outbreak,369.0,value in Absolute Number,
2010,Anthrax,Outbreak,84.0,value in Absolute Number,
2010,Fascioliasis,Outbreak,165.0,value in Absolute Number,
2010,Enterotoxaemia,Outbreak,138.0,value in Absolute Number,
2010,Sheep & Goat Pox,Outbreak,241.0,value in Absolute Number,
2010,Cow Pox,Outbreak,,value in Absolute Number,
2010,Buffalo Pox,Outbreak,,value in Absolute Number,
2010,Blue Tongue,Outbreak,41.0,value in Absolute Number,
2010,C.C.P.P.,Outbreak,21.0,value in Absolute Number,
2010,Amphistomiasis,Outbreak,186.0,value in Absolute Number,
2010,Schistosomiasis,Outbreak,,value in Absolute Number,
2010,Swine Fever,Outbreak,418.0,value in Absolute Number,
2010,Salmonellosis,Outbreak,61.0,value in Absolute Number,
2010,Coccidiosis,Outbreak,548.0,value in Absolute Number,
2010,Ranikhet (New Castle) Disease,Outbreak,497.0,value in Absolute Number,
2010,Fowl Pox,Outbreak,141.0,value in Absolute Number,
2010,Fowl Cholera,Outbreak,28.0,value in Absolute Number,
2010,Mareks Disease,Outbreak,1.0,value in Absolute Number,
2010,I.B.D.,Outbreak,169.0,value in Absolute Number,
2010,Duck Plague,Outbreak,36.0,value in Absolute Number,
2010,Chronic Respiratory Disease,Outbreak,70.0,value in Absolute Number,
2010,Canine Distemper,Outbreak,71.0,value in Absolute Number,
2010,Rabies,Outbreak,128.0,value in Absolute Number,
2010,Babesiosis,Outbreak,140.0,value in Absolute Number,
2010,Mastitis,Outbreak,141.0,value in Absolute Number,
2010,Trypanismiasis,Outbreak,,value in Absolute Number,
2010,Mange,Outbreak,143.0,value in Absolute Number,
2010,Peste Des Petits Ruminant,Outbreak,300.0,value in Absolute Number,
2010,Anaplasmosis,Outbreak,,value in Absolute Number,
2010,Brucellosis,Outbreak,29.0,value in Absolute Number,
2010,Coryza,Outbreak,10.0,value in Absolute Number,
2010,Highly Pathogenic Avian Influenza,Outbreak,11.0,value in Absolute Number,
2010,Avian Influenza,Outbreak,5.0,value in Absolute Number,
2010,Equine Influenza,Outbreak,,value in Absolute Number,
2010,Glander Disease,Outbreak,,value in Absolute Number,
2010,Foot & Mouth Disease,Attack,19982.0,value in Absolute Number,
2010,Haemorrhagic Septicaemia,Attack,9170.0,value in Absolute Number,
2010,Black Quarter,Attack,4707.0,value in Absolute Number,
2010,Anthrax,Attack,658.0,value in Absolute Number,
2010,Fascioliasis,Attack,,value in Absolute Number,
2010,Enterotoxaemia,Attack,1609.0,value in Absolute Number,
2010,Sheep & Goat Pox,Attack,4009.0,value in Absolute Number,
2010,Cow Pox,Attack,,value in Absolute Number,
2010,Buffalo Pox,Attack,,value in Absolute Number,
2010,Blue Tongue,Attack,1501.0,value in Absolute Number,
2010,C.C.P.P.,Attack,1161.0,value in Absolute Number,
2010,Amphistomiasis,Attack,11758.0,value in Absolute Number,
2010,Schistosomiasis,Attack,,value in Absolute Number,
2010,Swine Fever,Attack,17002.0,value in Absolute Number,
2010,Salmonellosis,Attack,,value in Absolute Number,
2010,Coccidiosis,Attack,,value in Absolute Number,
2010,Ranikhet (New Castle) Disease,Attack,,value in Absolute Number,
2010,Fowl Pox,Attack,21046.0,value in Absolute Number,
2010,Fowl Cholera,Attack,2316.0,value in Absolute Number,
2010,Mareks Disease,Attack,4.0,value in Absolute Number,
2010,I.B.D.,Attack,61781.0,value in Absolute Number,
2010,Duck Plague,Attack,363.0,value in Absolute Number,
2010,Chronic Respiratory Disease,Attack,2687.0,value in Absolute Number,
2010,Canine Distemper,Attack,390.0,value in Absolute Number,
2010,Rabies,Attack,2649.0,value in Absolute Number,
2010,Babesiosis,Attack,5913.0,value in Absolute Number,
2010,Mastitis,Attack,1747.0,value in Absolute Number,
2010,Trypanismiasis,Attack,,value in Absolute Number,
2010,Mange,Attack,9215.0,value in Absolute Number,
2010,Peste Des Petits Ruminant,Attack,10188.0,value in Absolute Number,
2010,Anaplasmosis,Attack,,value in Absolute Number,
2010,Brucellosis,Attack,1213.0,value in Absolute Number,
2010,Coryza,Attack,88.0,value in Absolute Number,
2010,Highly Pathogenic Avian Influenza,Attack,58270.0,value in Absolute Number,
2010,Avian Influenza,Attack,1866.0,value in Absolute Number,
2010,Equine Influenza,Attack,,value in Absolute Number,
2010,Glander Disease,Attack,,value in Absolute Number,
2010,Foot & Mouth Disease,Death,361.0,value in Absolute Number,
2010,Haemorrhagic Septicaemia,Death,2150.0,value in Absolute Number,
2010,Black Quarter,Death,514.0,value in Absolute Number,
2010,Anthrax,Death,338.0,value in Absolute Number,
2010,Fascioliasis,Death,96.0,value in Absolute Number,
2010,Enterotoxaemia,Death,596.0,value in Absolute Number,
2010,Sheep & Goat Pox,Death,973.0,value in Absolute Number,
2010,Cow Pox,Death,,value in Absolute Number,
2010,Buffalo Pox,Death,,value in Absolute Number,
2010,Blue Tongue,Death,78.0,value in Absolute Number,
2010,C.C.P.P.,Death,286.0,value in Absolute Number,
2010,Amphistomiasis,Death,59.0,value in Absolute Number,
2010,Schistosomiasis,Death,,value in Absolute Number,
2010,Swine Fever,Death,2932.0,value in Absolute Number,
2010,Salmonellosis,Death,1002.0,value in Absolute Number,
2010,Coccidiosis,Death,,value in Absolute Number,
2010,Ranikhet (New Castle) Disease,Death,,value in Absolute Number,
2010,Fowl Pox,Death,2201.0,value in Absolute Number,
2010,Fowl Cholera,Death,2097.0,value in Absolute Number,
2010,Mareks Disease,Death,4.0,value in Absolute Number,
2010,I.B.D.,Death,1575.0,value in Absolute Number,
2010,Duck Plague,Death,118.0,value in Absolute Number,
2010,Chronic Respiratory Disease,Death,172.0,value in Absolute Number,
2010,Canine Distemper,Death,390.0,value in Absolute Number,
2010,Rabies,Death,30.0,value in Absolute Number,
2010,Babesiosis,Death,,value in Absolute Number,
2010,Mastitis,Death,38.0,value in Absolute Number,
2010,Trypanismiasis,Death,,value in Absolute Number,
2010,Mange,Death,2.0,value in Absolute Number,
2010,Peste Des Petits Ruminant,Death,2041.0,value in Absolute Number,
2010,Anaplasmosis,Death,,value in Absolute Number,
2010,Brucellosis,Death,,value in Absolute Number,
2010,Coryza,Death,,value in Absolute Number,
2010,Highly Pathogenic Avian Influenza,Death,80.0,value in Absolute Number,
2010,Avian Influenza,Death,1866.0,value in Absolute Number,value: Birds culled
2010,Equine Influenza,Death,,value in Absolute Number,
2010,Glander Disease,Death,,value in Absolute Number,
2011,Foot & Mouth Disease,Outbreak,701.0,value in Absolute Number,
2011,Haemorrhagic Septicaemia,Outbreak,315.0,value in Absolute Number,
2011,Black Quarter,Outbreak,417.0,value in Absolute Number,
2011,Anthrax,Outbreak,48.0,value in Absolute Number,
2011,Fascioliasis,Outbreak,234.0,value in Absolute Number,
2011,Enterotoxaemia,Outbreak,71.0,value in Absolute Number,
2011,Sheep & Goat Pox,Outbreak,197.0,value in Absolute Number,
2011,Cow Pox,Outbreak,2.0,value in Absolute Number,
2011,Buffalo Pox,Outbreak,1.0,value in Absolute Number,
2011,Blue Tongue,Outbreak,38.0,value in Absolute Number,
2011,C.C.P.P.,Outbreak,1.0,value in Absolute Number,
2011,Amphistomiasis,Outbreak,132.0,value in Absolute Number,
2011,Schistosomiasis,Outbreak,2.0,value in Absolute Number,
2011,Swine Fever,Outbreak,284.0,value in Absolute Number,
2011,Salmonellosis,Outbreak,124.0,value in Absolute Number,
2011,Coccidiosis,Outbreak,738.0,value in Absolute Number,
2011,Ranikhet (New Castle) Disease,Outbreak,886.0,value in Absolute Number,
2011,Fowl Pox,Outbreak,235.0,value in Absolute Number,
2011,Fowl Cholera,Outbreak,143.0,value in Absolute Number,
2011,Mareks Disease,Outbreak,1.0,value in Absolute Number,
2011,I.B.D.,Outbreak,338.0,value in Absolute Number,
2011,Duck Plague,Outbreak,87.0,value in Absolute Number,
2011,Chronic Respiratory Disease,Outbreak,100.0,value in Absolute Number,
2011,Canine Distemper,Outbreak,92.0,value in Absolute Number,
2011,Rabies,Outbreak,131.0,value in Absolute Number,
2011,Babesiosis,Outbreak,187.0,value in Absolute Number,
2011,Mastitis,Outbreak,177.0,value in Absolute Number,
2011,Trypanismiasis,Outbreak,,value in Absolute Number,
2011,Mange,Outbreak,104.0,value in Absolute Number,
2011,Peste Des Petits Ruminant,Outbreak,197.0,value in Absolute Number,
2011,Anaplasmosis,Outbreak,,value in Absolute Number,
2011,Brucellosis,Outbreak,27.0,value in Absolute Number,
2011,Coryza,Outbreak,2.0,value in Absolute Number,
2011,Highly Pathogenic Avian Influenza,Outbreak,8.0,value in Absolute Number,
2011,Avian Influenza,Outbreak,5.0,value in Absolute Number,
2011,Equine Influenza,Outbreak,,value in Absolute Number,
2011,Glander Disease,Outbreak,291.0,value in Absolute Number,
2011,Foot & Mouth Disease,Attack,12847.0,value in Absolute Number,
2011,Haemorrhagic Septicaemia,Attack,2918.0,value in Absolute Number,
2011,Black Quarter,Attack,2676.0,value in Absolute Number,
2011,Anthrax,Attack,362.0,value in Absolute Number,
2011,Fascioliasis,Attack,511016.0,value in Absolute Number,
2011,Enterotoxaemia,Attack,1116.0,value in Absolute Number,
2011,Sheep & Goat Pox,Attack,3861.0,value in Absolute Number,
2011,Cow Pox,Attack,24.0,value in Absolute Number,
2011,Buffalo Pox,Attack,1.0,value in Absolute Number,
2011,Blue Tongue,Attack,2212.0,value in Absolute Number,
2011,C.C.P.P.,Attack,22.0,value in Absolute Number,
2011,Amphistomiasis,Attack,14996.0,value in Absolute Number,
2011,Schistosomiasis,Attack,2.0,value in Absolute Number,
2011,Swine Fever,Attack,4018.0,value in Absolute Number,
2011,Salmonellosis,Attack,116453.0,value in Absolute Number,
2011,Coccidiosis,Attack,183979.0,value in Absolute Number,
2011,Ranikhet (New Castle) Disease,Attack,240438.0,value in Absolute Number,
2011,Fowl Pox,Attack,19122.0,value in Absolute Number,
2011,Fowl Cholera,Attack,7999.0,value in Absolute Number,
2011,Mareks Disease,Attack,100.0,value in Absolute Number,
2011,I.B.D.,Attack,86381.0,value in Absolute Number,
2011,Duck Plague,Attack,2232.0,value in Absolute Number,
2011,Chronic Respiratory Disease,Attack,1509.0,value in Absolute Number,
2011,Canine Distemper,Attack,417.0,value in Absolute Number,
2011,Rabies,Attack,3478.0,value in Absolute Number,
2011,Babesiosis,Attack,9089.0,value in Absolute Number,
2011,Mastitis,Attack,3428.0,value in Absolute Number,
2011,Trypanismiasis,Attack,,value in Absolute Number,
2011,Mange,Attack,2847.0,value in Absolute Number,
2011,Peste Des Petits Ruminant,Attack,6976.0,value in Absolute Number,
2011,Anaplasmosis,Attack,,value in Absolute Number,
2011,Brucellosis,Attack,90.0,value in Absolute Number,
2011,Coryza,Attack,17.0,value in Absolute Number,
2011,Highly Pathogenic Avian Influenza,Attack,37505.0,value in Absolute Number,
2011,Avian Influenza,Attack,7442.0,value in Absolute Number,
2011,Equine Influenza,Attack,,value in Absolute Number,
2011,Glander Disease,Attack,133808.0,value in Absolute Number,
2011,Foot & Mouth Disease,Death,218.0,value in Absolute Number,
2011,Haemorrhagic Septicaemia,Death,812.0,value in Absolute Number,
2011,Black Quarter,Death,900.0,value in Absolute Number,
2011,Anthrax,Death,323.0,value in Absolute Number,
2011,Fascioliasis,Death,48.0,value in Absolute Number,
2011,Enterotoxaemia,Death,242.0,value in Absolute Number,
2011,Sheep & Goat Pox,Death,698.0,value in Absolute Number,
2011,Cow Pox,Death,3.0,value in Absolute Number,
2011,Buffalo Pox,Death,,value in Absolute Number,
2011,Blue Tongue,Death,136.0,value in Absolute Number,
2011,C.C.P.P.,Death,5.0,value in Absolute Number,
2011,Amphistomiasis,Death,29.0,value in Absolute Number,
2011,Schistosomiasis,Death,,value in Absolute Number,
2011,Swine Fever,Death,1371.0,value in Absolute Number,
2011,Salmonellosis,Death,4646.0,value in Absolute Number,
2011,Coccidiosis,Death,26001.0,value in Absolute Number,
2011,Ranikhet (New Castle) Disease,Death,24016.0,value in Absolute Number,
2011,Fowl Pox,Death,1682.0,value in Absolute Number,
2011,Fowl Cholera,Death,2276.0,value in Absolute Number,
2011,Mareks Disease,Death,50.0,value in Absolute Number,
2011,I.B.D.,Death,24199.0,value in Absolute Number,
2011,Duck Plague,Death,497.0,value in Absolute Number,
2011,Chronic Respiratory Disease,Death,123.0,value in Absolute Number,
2011,Canine Distemper,Death,417.0,value in Absolute Number,
2011,Rabies,Death,25.0,value in Absolute Number,
2011,Babesiosis,Death,2.0,value in Absolute Number,
2011,Mastitis,Death,46.0,value in Absolute Number,
2011,Trypanismiasis,Death,,value in Absolute Number,
2011,Mange,Death,,value in Absolute Number,
2011,Peste Des Petits Ruminant,Death,1707.0,value in Absolute Number,
2011,Anaplasmosis,Death,,value in Absolute Number,
2011,Brucellosis,Death,9.0,value in Absolute Number,
2011,Coryza,Death,,value in Absolute Number,
2011,Highly Pathogenic Avian Influenza,Death,37.0,value in Absolute Number,
2011,Avian Influenza,Death,6006.0,value in Absolute Number,
2011,Equine Influenza,Death,,value in Absolute Number,
2011,Glander Disease,Death,59642.0,value in Absolute Number,
2012,Foot & Mouth Disease,Outbreak,879.0,value in Absolute Number,
2012,Haemorrhagic Septicaemia,Outbreak,248.0,value in Absolute Number,
2012,Black Quarter,Outbreak,279.0,value in Absolute Number,
2012,Anthrax,Outbreak,32.0,value in Absolute Number,
2012,Fascioliasis,Outbreak,154.0,value in Absolute Number,
2012,Enterotoxaemia,Outbreak,31.0,value in Absolute Number,
2012,Sheep & Goat Pox,Outbreak,116.0,value in Absolute Number,
2012,Cow Pox,Outbreak,2.0,value in Absolute Number,
2012,Buffalo Pox,Outbreak,,value in Absolute Number,
2012,Blue Tongue,Outbreak,5.0,value in Absolute Number,
2012,C.C.P.P.,Outbreak,2.0,value in Absolute Number,
2012,Amphistomiasis,Outbreak,108.0,value in Absolute Number,
2012,Schistosomiasis,Outbreak,,value in Absolute Number,
2012,Swine Fever,Outbreak,252.0,value in Absolute Number,
2012,Salmonellosis,Outbreak,46.0,value in Absolute Number,
2012,Coccidiosis,Outbreak,504.0,value in Absolute Number,
2012,Ranikhet (New Castle) Disease,Outbreak,645.0,value in Absolute Number,
2012,Fowl Pox,Outbreak,260.0,value in Absolute Number,
2012,Fowl Cholera,Outbreak,129.0,value in Absolute Number,
2012,Mareks Disease,Outbreak,,value in Absolute Number,
2012,I.B.D.,Outbreak,210.0,value in Absolute Number,
2012,Duck Plague,Outbreak,52.0,value in Absolute Number,
2012,Chronic Respiratory Disease,Outbreak,318.0,value in Absolute Number,
2012,Canine Distemper,Outbreak,72.0,value in Absolute Number,
2012,Rabies,Outbreak,83.0,value in Absolute Number,
2012,Babesiosis,Outbreak,121.0,value in Absolute Number,
2012,Mastitis,Outbreak,139.0,value in Absolute Number,
2012,Trypanismiasis,Outbreak,76.0,value in Absolute Number,
2012,Mange,Outbreak,74.0,value in Absolute Number,
2012,Peste Des Petits Ruminant,Outbreak,128.0,value in Absolute Number,
2012,Anaplasmosis,Outbreak,27.0,value in Absolute Number,
2012,Brucellosis,Outbreak,5.0,value in Absolute Number,
2012,Coryza,Outbreak,7.0,value in Absolute Number,
2012,Highly Pathogenic Avian Influenza,Outbreak,,value in Absolute Number,
2012,Avian Influenza,Outbreak,11.0,value in Absolute Number,
2012,Equine Influenza,Outbreak,,value in Absolute Number,
2012,Glander Disease,Outbreak,1.0,value in Absolute Number,
2012,Foot & Mouth Disease,Attack,25258.0,value in Absolute Number,
2012,Haemorrhagic Septicaemia,Attack,4097.0,value in Absolute Number,
2012,Black Quarter,Attack,1575.0,value in Absolute Number,
2012,Anthrax,Attack,222.0,value in Absolute Number,
2012,Fascioliasis,Attack,773292.0,value in Absolute Number,
2012,Enterotoxaemia,Attack,614.0,value in Absolute Number,
2012,Sheep & Goat Pox,Attack,2360.0,value in Absolute Number,
2012,Cow Pox,Attack,15.0,value in Absolute Number,
2012,Buffalo Pox,Attack,,value in Absolute Number,
2012,Blue Tongue,Attack,159.0,value in Absolute Number,
2012,C.C.P.P.,Attack,1624.0,value in Absolute Number,
2012,Amphistomiasis,Attack,11068.0,value in Absolute Number,
2012,Schistosomiasis,Attack,,value in Absolute Number,
2012,Swine Fever,Attack,3612.0,value in Absolute Number,
2012,Salmonellosis,Attack,54303.0,value in Absolute Number,
2012,Coccidiosis,Attack,171349.0,value in Absolute Number,
2012,Ranikhet (New Castle) Disease,Attack,177262.0,value in Absolute Number,
2012,Fowl Pox,Attack,24121.0,value in Absolute Number,
2012,Fowl Cholera,Attack,38478.0,value in Absolute Number,
2012,Mareks Disease,Attack,,value in Absolute Number,
2012,I.B.D.,Attack,59671.0,value in Absolute Number,
2012,Duck Plague,Attack,1605.0,value in Absolute Number,
2012,Chronic Respiratory Disease,Attack,167116.0,value in Absolute Number,
2012,Canine Distemper,Attack,1166.0,value in Absolute Number,
2012,Rabies,Attack,555.0,value in Absolute Number,
2012,Babesiosis,Attack,8587.0,value in Absolute Number,
2012,Mastitis,Attack,9487.0,value in Absolute Number,
2012,Trypanismiasis,Attack,4296.0,value in Absolute Number,
2012,Mange,Attack,2311.0,value in Absolute Number,
2012,Peste Des Petits Ruminant,Attack,7281.0,value in Absolute Number,
2012,Anaplasmosis,Attack,221.0,value in Absolute Number,
2012,Brucellosis,Attack,12.0,value in Absolute Number,
2012,Coryza,Attack,55800.0,value in Absolute Number,
2012,Highly Pathogenic Avian Influenza,Attack,,value in Absolute Number,
2012,Avian Influenza,Attack,20663.0,value in Absolute Number,
2012,Equine Influenza,Attack,,value in Absolute Number,
2012,Glander Disease,Attack,6.0,value in Absolute Number,
2012,Foot & Mouth Disease,Death,1026.0,value in Absolute Number,
2012,Haemorrhagic Septicaemia,Death,786.0,value in Absolute Number,
2012,Black Quarter,Death,606.0,value in Absolute Number,
2012,Anthrax,Death,108.0,value in Absolute Number,
2012,Fascioliasis,Death,23.0,value in Absolute Number,
2012,Enterotoxaemia,Death,102.0,value in Absolute Number,
2012,Sheep & Goat Pox,Death,236.0,value in Absolute Number,
2012,Cow Pox,Death,0.0,value in Absolute Number,
2012,Buffalo Pox,Death,,value in Absolute Number,
2012,Blue Tongue,Death,65.0,value in Absolute Number,
2012,C.C.P.P.,Death,253.0,value in Absolute Number,
2012,Amphistomiasis,Death,12.0,value in Absolute Number,
2012,Schistosomiasis,Death,,value in Absolute Number,
2012,Swine Fever,Death,1977.0,value in Absolute Number,
2012,Salmonellosis,Death,2650.0,value in Absolute Number,
2012,Coccidiosis,Death,25388.0,value in Absolute Number,
2012,Ranikhet (New Castle) Disease,Death,34488.0,value in Absolute Number,
2012,Fowl Pox,Death,1177.0,value in Absolute Number,
2012,Fowl Cholera,Death,24868.0,value in Absolute Number,
2012,Mareks Disease,Death,,value in Absolute Number,
2012,I.B.D.,Death,13264.0,value in Absolute Number,
2012,Duck Plague,Death,398.0,value in Absolute Number,
2012,Chronic Respiratory Disease,Death,57094.0,value in Absolute Number,
2012,Canine Distemper,Death,58.0,value in Absolute Number,
2012,Rabies,Death,555.0,value in Absolute Number,
2012,Babesiosis,Death,8.0,value in Absolute Number,
2012,Mastitis,Death,2.0,value in Absolute Number,
2012,Trypanismiasis,Death,28.0,value in Absolute Number,
2012,Mange,Death,5.0,value in Absolute Number,
2012,Peste Des Petits Ruminant,Death,1520.0,value in Absolute Number,
2012,Anaplasmosis,Death,7.0,value in Absolute Number,
2012,Brucellosis,Death,0.0,value in Absolute Number,
2012,Coryza,Death,33.0,value in Absolute Number,
2012,Highly Pathogenic Avian Influenza,Death,,value in Absolute Number,
2012,Avian Influenza,Death,20663.0,value in Absolute Number,
2012,Equine Influenza,Death,,value in Absolute Number,
2012,Glander Disease,Death,5.0,value in Absolute Number,
2013,Foot & Mouth Disease,Outbreak,377.0,value in Absolute Number,
2013,Haemorrhagic Septicaemia,Outbreak,135.0,value in Absolute Number,
2013,Black Quarter,Outbreak,177.0,value in Absolute Number,
2013,Anthrax,Outbreak,31.0,value in Absolute Number,
2013,Fascioliasis,Outbreak,157.0,value in Absolute Number,
2013,Enterotoxaemia,Outbreak,43.0,value in Absolute Number,
2013,Sheep & Goat Pox,Outbreak,55.0,value in Absolute Number,
2013,Cow Pox,Outbreak,1.0,value in Absolute Number,
2013,Buffalo Pox,Outbreak,,value in Absolute Number,
2013,Blue Tongue,Outbreak,13.0,value in Absolute Number,
2013,C.C.P.P.,Outbreak,3.0,value in Absolute Number,
2013,Amphistomiasis,Outbreak,117.0,value in Absolute Number,
2013,Schistosomiasis,Outbreak,4.0,value in Absolute Number,
2013,Swine Fever,Outbreak,117.0,value in Absolute Number,
2013,Salmonellosis,Outbreak,34.0,value in Absolute Number,
2013,Coccidiosis,Outbreak,438.0,value in Absolute Number,
2013,Ranikhet (New Castle) Disease,Outbreak,423.0,value in Absolute Number,
2013,Fowl Pox,Outbreak,212.0,value in Absolute Number,
2013,Fowl Cholera,Outbreak,151.0,value in Absolute Number,
2013,Mareks Disease,Outbreak,7.0,value in Absolute Number,
2013,I.B.D.,Outbreak,273.0,value in Absolute Number,
2013,Duck Plague,Outbreak,79.0,value in Absolute Number,
2013,Chronic Respiratory Disease,Outbreak,437.0,value in Absolute Number,
2013,Canine Distemper,Outbreak,64.0,value in Absolute Number,
2013,Rabies,Outbreak,60.0,value in Absolute Number,
2013,Babesiosis,Outbreak,181.0,value in Absolute Number,
2013,Mastitis,Outbreak,117.0,value in Absolute Number,
2013,Trypanismiasis,Outbreak,89.0,value in Absolute Number,
2013,Mange,Outbreak,48.0,value in Absolute Number,
2013,Peste Des Petits Ruminant,Outbreak,,value in Absolute Number,
2013,Anaplasmosis,Outbreak,38.0,value in Absolute Number,
2013,Brucellosis,Outbreak,7.0,value in Absolute Number,
2013,Coryza,Outbreak,17.0,value in Absolute Number,
2013,Highly Pathogenic Avian Influenza,Outbreak,,value in Absolute Number,
2013,Avian Influenza,Outbreak,4.0,value in Absolute Number,
2013,Equine Influenza,Outbreak,,value in Absolute Number,
2013,Glander Disease,Outbreak,1.0,value in Absolute Number,
2013,Foot & Mouth Disease,Attack,87109.0,value in Absolute Number,
2013,Haemorrhagic Septicaemia,Attack,1716.0,value in Absolute Number,
2013,Black Quarter,Attack,1610.0,value in Absolute Number,
2013,Anthrax,Attack,1645.0,value in Absolute Number,
2013,Fascioliasis,Attack,803769.0,value in Absolute Number,
